tradingsymbol,instrument_key
749RJ35,NSE_EQ|IN2920250163
721TR29,NSE_EQ|IN3220190034
698TR30,NSE_EQ|IN3220190059
717TR30,NSE_EQ|IN3220190042
ENDURANCE,NSE_EQ|INE913H01037
75TR30,NSE_EQ|IN3220190067
MOIL,NSE_EQ|INE490G01020
BAJAJFINSV,NSE_EQ|INE918I01026
773HR45A,NSE_EQ|IN1620250416
769HR42A,NSE_EQ|IN1620250408
FMNL,NSE_EQ|INE360L01017
776HR39,NSE_EQ|IN1620250432
742HR32,NSE_EQ|IN1620250424
SHANTI,NSE_EQ|INE933X01016
MOS,NSE_EQ|INE0N7S01028
JIOFIN,NSE_EQ|INE758E01017
1050NFL26,NSE_EQ|INE342T07387
DRREDDY,NSE_EQ|INE089A01031
MEDIASSIST,NSE_EQ|INE456Z01021
ROLLT,NSE_EQ|INE927A01040
MIRZAINT,NSE_EQ|INE771A01026
LIQUIDSHRI,NSE_EQ|INF680P01422
ZENTEC,NSE_EQ|INE251B01027
SANCO,NSE_EQ|INE782L01012
PENINLAND,NSE_EQ|INE138A01028
SONAMAC,NSE_EQ|INE0Q6H01012
1040NFL26,NSE_EQ|INE342T07437
INNOVISION,NSE_EQ|INE0ADB01012
1102NFL26,NSE_EQ|INE342T07403
754PN32,NSE_EQ|IN2820240058
751PN37,NSE_EQ|IN2820240041
1065NFL27,NSE_EQ|INE342T07460
716CG34,NSE_EQ|IN3520240117
716CG33,NSE_EQ|IN3520240109
755PN32,NSE_EQ|IN2820240033
1090NFL26,NSE_EQ|INE342T07452
748PN37,NSE_EQ|IN2820240025
1119NFL27,NSE_EQ|INE342T07445
749PN32,NSE_EQ|IN2820240017
714TFSIL28,NSE_EQ|INE692Q07639
KAMDHENU,NSE_EQ|INE390H01020
GOYALALUM,NSE_EQ|INE705X01026
10IIFL28,NSE_EQ|INE477L08147
728TFSIL28,NSE_EQ|INE692Q07605
POLYPLEX,NSE_EQ|INE633B01018
722TFSI28,NSE_EQ|INE692Q07613
708TFSIL27,NSE_EQ|INE692Q07621
IIFLZC28C,NSE_EQ|INE477L08162
96IIFL28,NSE_EQ|INE477L08154
737PN36,NSE_EQ|IN2820240090
747PN32,NSE_EQ|IN2820240082
753PN37,NSE_EQ|IN2820240074
753PN36,NSE_EQ|IN2820240066
STARHEALTH,NSE_EQ|INE575P01011
ESTER,NSE_EQ|INE778B01029
LYPSAGEMS,NSE_EQ|INE142K01011
83GS2040,NSE_EQ|IN0020100031
UNICHEMLAB,NSE_EQ|INE351A01035
734PN35,NSE_EQ|IN2820240173
769TFSIL28,NSE_EQ|INE692Q07563
734PN32,NSE_EQ|IN2820240165
738TFSIL28,NSE_EQ|INE692Q07571
738PN34,NSE_EQ|IN2820240157
724TFSIL27,NSE_EQ|INE692Q07589
738PN33,NSE_EQ|IN2820240140
73TFSIL29,NSE_EQ|INE692Q07597
739PN33,NSE_EQ|IN2820240132
820TFSIL29,NSE_EQ|INE692Q07514
818TFSIL27,NSE_EQ|INE692Q07522
741PN34A,NSE_EQ|IN2820240124
799TFSIL27,NSE_EQ|INE692Q07530
747PN37,NSE_EQ|IN2820240116
PREMEXPLN,NSE_EQ|INE863B01029
748PN35,NSE_EQ|IN2820240108
806TFSIL28,NSE_EQ|INE692Q07548
ZOTA,NSE_EQ|INE358U01012
805TFSIL28,NSE_EQ|INE692Q07555
ORTEL,NSE_EQ|INE849L01019
BORORENEW,NSE_EQ|INE666D01022
DMCC,NSE_EQ|INE505A01010
817TFSIL27,NSE_EQ|INE692Q07506
726PN37,NSE_EQ|IN2820240199
726PN36,NSE_EQ|IN2820240181
812REC27,NSE_EQ|INE020B07GH7
754BOI34,NSE_EQ|INE084A08185
SAHAJSOLAR,NSE_EQ|INE0P4701011
SAKAR,NSE_EQ|INE732S01012
RPEL,NSE_EQ|INE912T01018
83645TFS27,NSE_EQ|INE692Q07480
830TFSIL27,NSE_EQ|INE692Q07498
HTMEDIA,NSE_EQ|INE501G01024
ALCODIS,NSE_EQ|INE448V01019
TOTAL,NSE_EQ|INE336X01012
FINBUD,NSE_EQ|INE0EDU01014
712HR41,NSE_EQ|IN1620250101
PNCINFRA,NSE_EQ|INE195J01029
832TFSIL29,NSE_EQ|INE692Q07472
706HR39,NSE_EQ|IN1620250119
747HR40,NSE_EQ|IN1620250143
752HR39,NSE_EQ|IN1620250135
715HR40,NSE_EQ|IN1620250127
743HR39,NSE_EQ|IN1620250168
RTNINDIA,NSE_EQ|INE834M01019
741BOI34,NSE_EQ|INE084A08201
708KA31,NSE_EQ|IN1920190205
751HR41,NSE_EQ|IN1620250150
750BOI35,NSE_EQ|INE084A08219
SHRIPISTON,NSE_EQ|INE526E01018
709KA30,NSE_EQ|IN1920190213
743HR39A,NSE_EQ|IN1620250184
689BR28,NSE_EQ|IN1320200141
745HR42,NSE_EQ|IN1620250176
744HR41,NSE_EQ|IN1620250192
764ABL34,NSE_EQ|INE238A08492
SAROJA,NSE_EQ|INE0PCL01011
JHS,NSE_EQ|INE544H01014
NHPC,NSE_EQ|INE848E01016
21STCENMGM,NSE_EQ|INE253B01015
776KL58,NSE_EQ|IN2020220207
RPPINFRA,NSE_EQ|INE324L01013
745ABL34,NSE_EQ|INE238A08500
727ABL35,NSE_EQ|INE238A08518
SCILAL,NSE_EQ|INE0PB301013
697KA30,NSE_EQ|IN1920190197
CEMPRO,NSE_EQ|INE686A01026
717KA30,NSE_EQ|IN1920190155
STLNETWORK,NSE_EQ|INE1VXE01018
ELECTCAST,NSE_EQ|INE086A13016
72KA31,NSE_EQ|IN1920190163
69KA30,NSE_EQ|IN1920190171
738REC27TF,NSE_EQ|INE020B07GX4
840GHFL28,NSE_EQ|INE02JD07041
697KA28,NSE_EQ|IN1920190189
85GHFL27,NSE_EQ|INE02JD07033
DOLLEX,NSE_EQ|INE0JHH01011
776KL51,NSE_EQ|IN2020220199
714KA29,NSE_EQ|IN1920190114
845GHFL29,NSE_EQ|INE02JD07058
817GHFL30,NSE_EQ|INE02JD07066
783KL39,NSE_EQ|IN2020220181
714KA29A,NSE_EQ|IN1920190130
681HR39,NSE_EQ|IN1620250010
716KA30,NSE_EQ|IN1920190148
AAKASH,NSE_EQ|INE087Z01024
ZYDUSWELL,NSE_EQ|INE768C01028
704REC28,NSE_EQ|INE020B07GZ9
EPIGRAL,NSE_EQ|INE071N01016
67HR39,NSE_EQ|IN1620250044
677HR39,NSE_EQ|IN1620250036
675HR38,NSE_EQ|IN1620250028
668HR38,NSE_EQ|IN1620250069
717KA29,NSE_EQ|IN1920190106
664HR36,NSE_EQ|IN1620250051
705HR38,NSE_EQ|IN1620250085
703HR39,NSE_EQ|IN1620250077
704HR40,NSE_EQ|IN1620250093
DIL,NSE_EQ|INE411Y01011
APTUS,NSE_EQ|INE852O01025
MPSLTD,NSE_EQ|INE943D01017
765KL48,NSE_EQ|IN2020220157
76KL45,NSE_EQ|IN2020220140
732MPL30,NSE_EQ|INE082G08038
766KL50,NSE_EQ|IN2020220173
725MPL29,NSE_EQ|INE082G08020
758KL49,NSE_EQ|IN2020220165
763KL32,NSE_EQ|IN2020220116
712MPL28,NSE_EQ|INE082G08012
763KL43,NSE_EQ|IN2020220108
723KA28,NSE_EQ|IN1920190098
762KL53,NSE_EQ|IN2020220132
764KL34,NSE_EQ|IN2020220124
769HR41,NSE_EQ|IN1620250317
757HR40,NSE_EQ|IN1620250309
TIPSFILMS,NSE_EQ|INE0LQS01015
769HR42,NSE_EQ|IN1620250341
783HR43,NSE_EQ|IN1620250333
RATNAVEER,NSE_EQ|INE05CZ01011
778HR40,NSE_EQ|IN1620250325
767HR41,NSE_EQ|IN1620250366
773HR45,NSE_EQ|IN1620250358
77KL47,NSE_EQ|IN2020220074
769KL40,NSE_EQ|IN2020220066
753HR38,NSE_EQ|IN1620250382
78KL45,NSE_EQ|IN2020220090
TNTELE,NSE_EQ|INE141D01018
679HR30,NSE_EQ|IN1620250374
781KL44,NSE_EQ|IN2020220082
INNOMET,NSE_EQ|INE0S1D01010
769HR44,NSE_EQ|IN1620250390
ATL,NSE_EQ|INE0NN701020
PFS,NSE_EQ|INE560K01014
HEG,NSE_EQ|INE545A01024
AGI,NSE_EQ|INE415A01038
LRRPL,NSE_EQ|INE0H4B01011
SEPC,NSE_EQ|INE964H01014
776KL38,NSE_EQ|IN2020220033
SANGINITA,NSE_EQ|INE753W01010
MGSL,NSE_EQ|INE132901013
785KL35,NSE_EQ|IN2020220025
771KL42,NSE_EQ|IN2020220058
SESHAPAPER,NSE_EQ|INE630A01024
767KL34,NSE_EQ|IN2020220041
ASAL,NSE_EQ|INE900C01027
785KL34,NSE_EQ|IN2020220017
915APSBC27,NSE_EQ|INE0M2307321
71HR33,NSE_EQ|IN1620250200
729HR37,NSE_EQ|IN1620250218
741HR40,NSE_EQ|IN1620250242
915APSBC26,NSE_EQ|INE0M2307362
738HR41,NSE_EQ|IN1620250234
915APSBC28,NSE_EQ|INE0M2307370
735HR39,NSE_EQ|IN1620250226
752HR42,NSE_EQ|IN1620250267
915APSBC30,NSE_EQ|INE0M2307339
752HR41,NSE_EQ|IN1620250259
915APSBC29,NSE_EQ|INE0M2307354
915APSBC32,NSE_EQ|INE0M2307347
76HR39,NSE_EQ|IN1620250283
754HR40,NSE_EQ|IN1620250275
AUSOMENT,NSE_EQ|INE218C01016
915APSBC31,NSE_EQ|INE0M2307388
761HR43,NSE_EQ|IN1620250291
PAYTM,NSE_EQ|INE982J01020
PATILAUTOM,NSE_EQ|INE17GV01016
915APSBC35,NSE_EQ|INE0M2307396
DCW,NSE_EQ|INE500A01029
STRIDERS,NSE_EQ|INE1XWN01017
699TR36,NSE_EQ|IN3220210014
RADIOWALLA,NSE_EQ|INE430U01019
VARDMNPOLY,NSE_EQ|INE835A01029
68KL31,NSE_EQ|IN2020200308
682KL32,NSE_EQ|IN2020200316
682KL35,NSE_EQ|IN2020200324
943ECL28,NSE_EQ|INE804I078Y8
TCL,NSE_EQ|INE0QJL01014
702KL28,NSE_EQ|IN2020200266
790LTFL34,NSE_EQ|INE498L07095
LPDC,NSE_EQ|INE197J01017
7798LTFH29,NSE_EQ|INE498L07087
672KL27,NSE_EQ|IN2020200290
622KL27,NSE_EQ|IN2020200225
617KL27,NSE_EQ|IN2020200233
799LTFH27,NSE_EQ|INE498L07053
816LTFH27,NSE_EQ|INE498L07046
POLYMED,NSE_EQ|INE205C01021
PDMJEPAPER,NSE_EQ|INE865T01018
824LTF27,NSE_EQ|INE498L07038
TVSSCS,NSE_EQ|INE395N01027
813LTF29,NSE_EQ|INE498L07020
815LTF27,NSE_EQ|INE498L07012
JAYBARMARU,NSE_EQ|INE571B01036
KNRCON,NSE_EQ|INE634I01029
PAGEIND,NSE_EQ|INE761H01022
ZFCVINDIA,NSE_EQ|INE342J01019
VINSYS,NSE_EQ|INE0OSJ01014
MINDPOOL,NSE_EQ|INE00RQ01019
VENTIVE,NSE_EQ|INE781S01027
INNOVACAP,NSE_EQ|INE0DUT01020
72190LTFL2,NSE_EQ|INE498L07194
70826LTF28,NSE_EQ|INE498L07186
655KL30,NSE_EQ|IN2020200118
673KL28,NSE_EQ|IN2020200134
712LTFL28,NSE_EQ|INE498L07178
LTFL28,NSE_EQ|INE498L07152
SAATVIKGL,NSE_EQ|INE13B501022
723LTFL28,NSE_EQ|INE498L07145
712LTFL27,NSE_EQ|INE498L07160
759LTFL28,NSE_EQ|INE498L07129
TRU,NSE_EQ|INE615R01029
72092LTF27,NSE_EQ|INE498L07137
775LTFL27,NSE_EQ|INE498L07103
779LTFL30,NSE_EQ|INE498L07111
KANPRPLA,NSE_EQ|INE694E01014
INOXGREEN,NSE_EQ|INE510W01014
9IIFL31,NSE_EQ|INE530B07609
12AFIL27A,NSE_EQ|INE916Y07040
ASTRAMICRO,NSE_EQ|INE386C01029
734RJ45,NSE_EQ|IN2920240107
870IIFL28,NSE_EQ|INE530B07617
738RJ33,NSE_EQ|IN2920240131
IIFL60326,NSE_EQ|INE530B07625
12AFIL28,NSE_EQ|INE916Y07057
1150AFIL28,NSE_EQ|INE916Y07065
745RJ40,NSE_EQ|IN2920240123
AARVI,NSE_EQ|INE754X01016
865IIFL31,NSE_EQ|INE530B07633
1150AFIL29,NSE_EQ|INE916Y07073
743RJ34,NSE_EQ|IN2920240115
733RJ43,NSE_EQ|IN2920240156
ISHAN,NSE_EQ|INE0LCW01025
734RJ34,NSE_EQ|IN2920240149
732RJ34,NSE_EQ|IN2920240172
733RJ44,NSE_EQ|IN2920240164
WEBELSOLAR,NSE_EQ|INE855C01023
12AFIL27,NSE_EQ|INE916Y07032
MAHICKRA,NSE_EQ|INE961Y01015
IIFL06326,NSE_EQ|INE530B07641
837IIFL28,NSE_EQ|INE530B07658
860IIFL27,NSE_EQ|INE530B07666
TPHQ,NSE_EQ|INE065J01024
810KL32,NSE_EQ|IN2020200027
FORCEMOT,NSE_EQ|INE451A01017
896KL35,NSE_EQ|IN2020200035
DURLAX,NSE_EQ|INE0OUW01013
67KL27,NSE_EQ|IN2020200050
GS220831C,NSE_EQ|IN000831C023
ACTIVEINFR,NSE_EQ|INE0KLO01025
791KL30,NSE_EQ|IN2020200019
DENTA,NSE_EQ|INE0R4L01018
736RJ34,NSE_EQ|IN2920240198
736RJ46,NSE_EQ|IN2920240180
LAXMIDENTL,NSE_EQ|INE0WO601020
65KL27,NSE_EQ|IN2020200084
ASIANTILES,NSE_EQ|INE022I01019
663KL30,NSE_EQ|IN2020200092
788MN39,NSE_EQ|IN2320250078
754MN38,NSE_EQ|IN2320250060
NV20BEES,NSE_EQ|INF204KB18I3
TVSMOTOR,NSE_EQ|INE494B01023
752RJ39,NSE_EQ|IN2920240032
71MN40,NSE_EQ|IN2320250037
752RJ37,NSE_EQ|IN2920240024
671MN40,NSE_EQ|IN2320250029
752RJ34,NSE_EQ|IN2920240016
742RJ32,NSE_EQ|IN2920240057
731MN37,NSE_EQ|IN2320250052
NGIL,NSE_EQ|INE236Y01012
749RJ44,NSE_EQ|IN2920240040
772MN37,NSE_EQ|IN2320250045
VSTTILLERS,NSE_EQ|INE764D01017
JKLAKSHMI,NSE_EQ|INE786A01032
683MN40,NSE_EQ|IN2320250011
SARTELE,NSE_EQ|INE0PUC01020
935AKCF27,NSE_EQ|INE197P07334
REDTAPE,NSE_EQ|INE0LXT01019
737RJ34B,NSE_EQ|IN2920240073
MOTOGENFIN,NSE_EQ|INE861B01023
741RJ34,NSE_EQ|IN2920240065
737RJ39,NSE_EQ|IN2920240099
736RJ37,NSE_EQ|IN2920240081
HNGSNGBEES,NSE_EQ|INF204KB19I1
716RJ34,NSE_EQ|IN2920240354
716RJ45,NSE_EQ|IN2920240347
GOLDBEES,NSE_EQ|INF204KB17I5
713RJ34,NSE_EQ|IN2920240339
708RJ34,NSE_EQ|IN2920240370
718RJ38,NSE_EQ|IN2920240362
NRAIL,NSE_EQ|INE740D01017
712RJ39,NSE_EQ|IN2920240396
711RJ34,NSE_EQ|IN2920240388
GOKEX,NSE_EQ|INE887G01027
715PN44,NSE_EQ|IN2820240207
990IIFL27A,NSE_EQ|INE530B07468
975IIFL28,NSE_EQ|INE530B07476
NIDOZC26,NSE_EQ|INE530L07236
950IIFL27,NSE_EQ|INE530B07401
715RJ42,NSE_EQ|IN2920240305
LTGILTBEES,NSE_EQ|INF204KB1882
10NIDO26,NSE_EQ|INE530L07228
TINNARUBR,NSE_EQ|INE015C01016
990IIFL27,NSE_EQ|INE530B07427
709RJ35,NSE_EQ|IN2920240321
990IIFL26A,NSE_EQ|INE530B07435
713RJ46,NSE_EQ|IN2920240313
71PN45,NSE_EQ|IN2820240298
JAMNAAUTO,NSE_EQ|INE039C01032
719PN45,NSE_EQ|IN2820240280
CITI28,NSE_EQ|INE915D08DC0
712PN45,NSE_EQ|IN2820240272
723PN37,NSE_EQ|IN2820240264
KKCL,NSE_EQ|INE401H01017
712PN36,NSE_EQ|IN2820240256
960IIFL30,NSE_EQ|INE530B07484
708PN34,NSE_EQ|IN2820240249
1025IIFL30,NSE_EQ|INE530B07492
717PN44,NSE_EQ|IN2820240231
711PN44,NSE_EQ|IN2820240223
714PN49,NSE_EQ|IN2820240215
PRAKASH,NSE_EQ|INE603A01013
CITI2626,NSE_EQ|INE915D08CX8
723RJ33,NSE_EQ|IN2920240230
742HR35,NSE_EQ|IN1620230392
735RJ49,NSE_EQ|IN2920240222
734RJ45A,NSE_EQ|IN2920240214
727RJ42,NSE_EQ|IN2920240255
IIFL21425A,NSE_EQ|INE530B07500
722RJ34,NSE_EQ|IN2920240248
BHAGERIA,NSE_EQ|INE354C01027
935IIFL28,NSE_EQ|INE530B07518
724RJ34,NSE_EQ|IN2920240271
723RJ46,NSE_EQ|IN2920240263
837SMFG29,NSE_EQ|INE535H07CE7
713RJ39,NSE_EQ|IN2920240297
TI,NSE_EQ|INE133E01013
71RJ34,NSE_EQ|IN2920240289
PSUBNKBEES,NSE_EQ|INF204KB16I7
880IIFL26,NSE_EQ|INE530B07567
TBOTEK,NSE_EQ|INE673O01025
885IIFL29,NSE_EQ|INE530B07575
IIFL060326,NSE_EQ|INE530B07583
TENNIND,NSE_EQ|INE19RI01016
852IIFL29,NSE_EQ|INE530B07591
IIFL21425,NSE_EQ|INE530B07526
930IIFL27,NSE_EQ|INE530B07534
IPHL,NSE_EQ|INE0DHF01018
IIFL210425,NSE_EQ|INE530B07542
729RJ34,NSE_EQ|IN2920240206
9IIFL26,NSE_EQ|INE530B07559
AAFS34,NSE_EQ|INE0L6808037
AAFS34A,NSE_EQ|INE0L6808045
INDIGO,NSE_EQ|INE646L01027
AGNI,NSE_EQ|INE0LF301013
738HR35,NSE_EQ|IN1620230400
UCL,NSE_EQ|INE00NI01015
HYUNDAI,NSE_EQ|INE0V6F01027
745HR35B,NSE_EQ|IN1620230418
749HR35,NSE_EQ|IN1620230426
CEREBRAINT,NSE_EQ|INE345B01019
72MZ29,NSE_EQ|IN2520190041
ZYDUSLIFE,NSE_EQ|INE010B01027
720MZ30,NSE_EQ|IN2520190066
JALAN,NSE_EQ|INE349X01015
711MZ30,NSE_EQ|IN2520190058
7EHLS346,NSE_EQ|INE0TV208079
BANKBEES,NSE_EQ|INF204KB15I9
715RJ35,NSE_EQ|IN2920240503
706RJ35,NSE_EQ|IN2920240529
704RJ32,NSE_EQ|IN2920240511
71RJ43,NSE_EQ|IN2920240545
750MZ30,NSE_EQ|IN2520190074
705RJ37,NSE_EQ|IN2920240537
EXIDEIND,NSE_EQ|INE302A01020
ITBEES,NSE_EQ|INF204KB15V2
RIIL,NSE_EQ|INE046A01015
9IIFL28A,NSE_EQ|INE530B07260
IIFLZC28A,NSE_EQ|INE530B07278
GULFPETRO,NSE_EQ|INE586G01017
EUREKAFORB,NSE_EQ|INE0KCE01017
ALICON,NSE_EQ|INE062D01024
JUBLINGREA,NSE_EQ|INE0BY001018
SHREEJISPG,NSE_EQ|INE1B6101010
BANSALWIRE,NSE_EQ|INE0B9K01025
72RJ42,NSE_EQ|IN2920240461
723RJ38,NSE_EQ|IN2920240495
719RJ35,NSE_EQ|IN2920240487
AURIGROW,NSE_EQ|INE925Y01036
722RJ35,NSE_EQ|IN2920240479
833GS2026,NSE_EQ|IN0020120039
ROLEXRINGS,NSE_EQ|INE645S01024
83GS2042,NSE_EQ|IN0020120062
85IFL26,NSE_EQ|INE530B07344
710RJ46,NSE_EQ|IN2920240404
SUNDARAM,NSE_EQ|INE108E01023
NIFTYBEES,NSE_EQ|INF204KB14I2
IIFLZC26B,NSE_EQ|INE530B07351
710RJ50,NSE_EQ|IN2920240420
713RJ35,NSE_EQ|IN2920240412
717RJ35,NSE_EQ|IN2920240453
714RJ37A,NSE_EQ|IN2920240446
865IIFL28,NSE_EQ|INE530B07310
710RJ51,NSE_EQ|IN2920240438
957NIDO26,NSE_EQ|INE530L07210
IIFLZC28B,NSE_EQ|INE530B07369
9IIFL28,NSE_EQ|INE530B07377
PANAMAPET,NSE_EQ|INE305C01029
865IFL28,NSE_EQ|INE530B07385
GCHOTELS,NSE_EQ|INE12E301017
NIITLTD,NSE_EQ|INE161A01038
ICICM58,NSE_EQ|INE090A08SP8
RBZJEWEL,NSE_EQ|INE0PEQ01016
SHYAMMETL,NSE_EQ|INE810G01011
758RJ48,NSE_EQ|IN2920220307
FRACTAL,NSE_EQ|INE212S01015
774RJ49,NSE_EQ|IN2920220331
777RJ33,NSE_EQ|IN2920220315
774RJ40,NSE_EQ|IN2920220323
VALIANTORG,NSE_EQ|INE565V01010
PLADAINFO,NSE_EQ|INE0PXD01014
JPPOWER,NSE_EQ|INE351F01018
778RJ33,NSE_EQ|IN2920220349
71KL43,NSE_EQ|IN2020240320
PAISALO,NSE_EQ|INE420C01059
CURAA,NSE_EQ|INE117B01020
784RJ41,NSE_EQ|IN2920220356
706KL55,NSE_EQ|IN2020240338
EIFFL,NSE_EQ|INE546V01010
718KL50A,NSE_EQ|IN2020240304
SIDDHICOTS,NSE_EQ|INE0SVO01019
708KL40,NSE_EQ|IN2020240312
RVTH,NSE_EQ|INE0DAB01012
783RJ50,NSE_EQ|IN2920220364
ZUARIIND,NSE_EQ|INE217A01012
MANKIND,NSE_EQ|INE634S01028
724KL43,NSE_EQ|IN2020240288
717KL38,NSE_EQ|IN2020240296
PRUDMOULI,NSE_EQ|INE024D01016
718KL50,NSE_EQ|IN2020240262
MANUGRAPH,NSE_EQ|INE867A01022
WEIZMANIND,NSE_EQ|INE080A01014
72KL42,NSE_EQ|IN2020240270
714KL45,NSE_EQ|IN2020240247
716KL38,NSE_EQ|IN2020240254
710KL42,NSE_EQ|IN2020240221
787RJ40,NSE_EQ|IN2920220208
724KL44,NSE_EQ|IN2020240239
UNITEDTEA,NSE_EQ|INE458F01011
MUKANDLTD,NSE_EQ|INE304A01026
745TOPL28,NSE_EQ|INE685A07132
760TOPL29,NSE_EQ|INE685A07157
770TOPL30,NSE_EQ|INE685A07165
780TOPL31,NSE_EQ|INE685A07173
SENCO,NSE_EQ|INE602W01027
708KL31,NSE_EQ|IN2020240205
765RJ33,NSE_EQ|IN2920220232
782RJ32,NSE_EQ|IN2920220216
712KL35,NSE_EQ|IN2020240213
WELCORP,NSE_EQ|INE191B01025
761RJ32,NSE_EQ|IN2920220224
766RJ33,NSE_EQ|IN2920220257
764RJ38,NSE_EQ|IN2920220240
BPL,NSE_EQ|INE110A01019
766RJ43,NSE_EQ|IN2920220273
773RJ38,NSE_EQ|IN2920220265
769RJ39,NSE_EQ|IN2920220299
756RJ48,NSE_EQ|IN2920220281
714KL47,NSE_EQ|IN2020240163
DIGIDRIVE,NSE_EQ|INE0PSC01024
71KL34,NSE_EQ|IN2020240171
724KL40,NSE_EQ|IN2020240148
BANK10ADD,NSE_EQ|INF740KA1YH2
ATCENERGY,NSE_EQ|INE0V0Q01019
723KL45,NSE_EQ|IN2020240155
695TN31A,NSE_EQ|IN3120210106
726KL39,NSE_EQ|IN2020240122
722KL59,NSE_EQ|IN2020240130
697TN31,NSE_EQ|IN3120210122
731KL40,NSE_EQ|IN2020240106
727KL59,NSE_EQ|IN2020240114
698TN31,NSE_EQ|IN3120210114
LOVABLE,NSE_EQ|INE597L01014
774ML35,NSE_EQ|IN2420250077
757ML34,NSE_EQ|IN2420250069
ATAM,NSE_EQ|INE09KD01013
744ML35,NSE_EQ|IN2420250051
769ML35,NSE_EQ|IN2420250044
715KL39,NSE_EQ|IN2020240189
700ML35,NSE_EQ|IN2420250036
715KL40,NSE_EQ|IN2020240197
664ML35,NSE_EQ|IN2420250028
688ML35,NSE_EQ|IN2420250010
683TN31,NSE_EQ|IN3120210098
BHARTIARTL,NSE_EQ|INE397D01024
DMART,NSE_EQ|INE192R01011
96IIFL28A,NSE_EQ|INE530B08102
IIFLZC28,NSE_EQ|INE530B08110
NAZARA,NSE_EQ|INE418L01047
696TN51,NSE_EQ|IN3120210023
677TN31,NSE_EQ|IN3120210015
699TN41,NSE_EQ|IN3120210049
GSPCROP,NSE_EQ|INE713R01022
DPABHUSHAN,NSE_EQ|INE266Y01019
696TN56,NSE_EQ|IN3120210031
703TN46,NSE_EQ|IN3120210064
697TN46,NSE_EQ|IN3120210056
930IIFL35,NSE_EQ|INE530B08185
925IIFL32,NSE_EQ|INE530B08193
703TN51,NSE_EQ|IN3120210072
734KL55,NSE_EQ|IN2020240049
738KL55,NSE_EQ|IN2020240056
747KL50,NSE_EQ|IN2020240023
736KL36,NSE_EQ|IN2020240031
749KL39,NSE_EQ|IN2020240015
VINYAS,NSE_EQ|INE0OLS01010
TBI,NSE_EQ|INE0N2D01013
UBL,NSE_EQ|INE686F01025
RITEZONE,NSE_EQ|INE0MRA01019
MEDICAMEQ,NSE_EQ|INE646B01010
MIDCAPADD,NSE_EQ|INF740KA1WW5
MSCIADD,NSE_EQ|INF740KA1WV7
733KL54,NSE_EQ|IN2020240080
730KL52,NSE_EQ|IN2020240098
SMALLADD,NSE_EQ|INF740KA1WX3
732KL41,NSE_EQ|IN2020240064
742KL46,NSE_EQ|IN2020240072
668JH32,NSE_EQ|IN3720200036
666JH34,NSE_EQ|IN3720200044
SATECH,NSE_EQ|INE0BSN01013
NEXT50ADD,NSE_EQ|INF740KA1XU7
JAINREC,NSE_EQ|INE0YD401026
693JH30,NSE_EQ|IN3720200010
MMTC,NSE_EQ|INE123F01029
UNIHEALTH,NSE_EQ|INE0PRF01011
662JH30,NSE_EQ|IN3720200028
850IIFL28,NSE_EQ|INE530B08219
IDBI,NSE_EQ|INE008A01015
925IIFL32A,NSE_EQ|INE530B08227
930IIFL35A,NSE_EQ|INE530B08235
PIRAMALFIN,NSE_EQ|INE202B01038
VAIBHAVGBL,NSE_EQ|INE884A01027
686JH36,NSE_EQ|IN3720200077
682JH34,NSE_EQ|IN3720200085
72JH35,NSE_EQ|IN3720200051
728JH36,NSE_EQ|IN3720200069
IIFLHFZC27,NSE_EQ|INE477L07AP4
673PN40,NSE_EQ|IN2820200169
850IIFL27,NSE_EQ|INE477L07AO7
665PN50A,NSE_EQ|IN2820200177
875IHFL29,NSE_EQ|INE477L07AR0
679PN35,NSE_EQ|IN2820200144
843IHFL29,NSE_EQ|INE477L07AQ2
66PN30,NSE_EQ|IN2820200151
HLEGLAS,NSE_EQ|INE461D01028
669PN30,NSE_EQ|IN2820200128
IIFLHF29,NSE_EQ|INE477L07AS8
DOMS,NSE_EQ|INE321T01012
676PN40,NSE_EQ|IN2820200136
JSLL,NSE_EQ|INE0J5801029
DYNPRO,NSE_EQ|INE256H01015
TVTODAY,NSE_EQ|INE038F01029
67PN40,NSE_EQ|IN2820200102
695PN40,NSE_EQ|IN2820200110
829PFL29,NSE_EQ|INE511C07706
KOPRAN,NSE_EQ|INE082A01010
705TN26,NSE_EQ|IN3120190191
820IIFL27,NSE_EQ|INE477L07AN9
663PN51,NSE_EQ|IN2820200185
FINEORG,NSE_EQ|INE686Y01026
85PFL26A,NSE_EQ|INE511C07714
705PN31,NSE_EQ|IN2820200193
20MICRONS,NSE_EQ|INE144J01027
725TN27,NSE_EQ|IN3120190274
694TN50,NSE_EQ|IN3120190266
719TN35,NSE_EQ|IN3120190258
733TN54,NSE_EQ|IN3120190241
IXIGO,NSE_EQ|INE0HV901016
72TN31,NSE_EQ|IN3120190233
719TN30,NSE_EQ|IN3120190225
717TN29,NSE_EQ|IN3120190217
69MZ33,NSE_EQ|IN2520210013
CELLPOINT,NSE_EQ|INE0O0001013
715TN27,NSE_EQ|IN3120190209
712MZ34,NSE_EQ|IN2520210021
723PN31,NSE_EQ|IN2820200201
MMP,NSE_EQ|INE511Y01018
70MZ34,NSE_EQ|IN2520210039
706MZ34,NSE_EQ|IN2520210047
729MZ33,NSE_EQ|IN2520210054
